Hansard volume,Rā,Ingoa kaikōrero,Speaker turn,Paragraph number,Te Reo length,Ambiguous length,Other length,Is Māori (%),Kōrero
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,7,88,28,0,100.0,"Ahakoa kua pai ētehi i ngā whakaaro i roto i tēnei Pire i nāianei, kāre au e tino tautoko ana nā
te mea, i tipu mai au i roto i te rohe o Waikato, i te taha o ōku kaumātua, kuia. Ka noho au ki tā
rātou taha, whakarongo ki ngā kōrero kua puta mai i runga i ngā marae. Ka wero atu tātou ki a
tātou katoa te iwi Māori, hei tautoko, hei whakapakari tātou i ō tātou nei reo rangatira. Ehara
tēnei mahi, te mahi nā te Kāwanatanga, ko tēnei mahi mā te iwi kāinga, mā te hau kāinga
kē. Ehara mā te Kāwanatanga. Koinā te tino take kāre au e whakaaetia tēnei Pire."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,8,54,25,0,100.0,"Me hoki ngā whakaaro anō hoki ki ngā kōrero o tōku kuia i mua ō tōna wehenga atu ki tua
o te ārai. Ko tōna ingoa ko Rangitaiki Tupaea. Ka tohu ia ki a mātou ngā hunga rangatahi,
mehemea e hiahia ana koutou ki te tautoko tō iwi, kia mau koutou ki tō reo rangatira-ā-iwi. Kia
mau ki te rangi o tō reo, ki ngā kōrero i tupu mai koe, ki ngā āhuatanga katoa i roto i tō kāinga."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,9,9,5,0,100.0,"Koinā ngā whakaaro i roto i a au, ā, hei whakapakari i tēnei rā."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,10,51,12,0,100.0,"Ehara nāku anō tēnei whakaaro, ehara nā Tainui anake. E mōhio ana tātou ngā mema
Māori, e tautoko ana ngā whanaunga i te rohe o Mātaatua waka, i tēnei tūnga. Kāre rātau e
tino tautoko ana te whakaturengia i Te Aho Matua nā te mea, ki ō rātou nei whakaaro kua riro kē
tā rātou mana motuhake, hei tautoko i ō rātou iwi."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,11,22,6,0,100.0,"E tautoko ana ahau i a rātou a Mātaatua. Nā rātou te mana motuhake hei whakaako i ō rātou
tamariki. Ehara nā te Karauna, ehara nā tēnei Kāwanatanga."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,12,106,21,0,100.0,"Engari i tēnei wā ka kōrero atu au ki ōku hoa kaimahi i roto i tēnei Whare Pāremata, kia
tūpato tātou ki ngā Pire pēnei ki Te Aho Matua. Pire kē tēnei nā te mea, e mōhio ana tātou
he ao hurihuri tēnei. Mā tātou ngā mema Māori hei ārahi i ō tātou nei iwi. Mehemea ka kī
atu tātou ki a rātou, āe, pai noa te tukuna atu ki te Kāwanatanga. Mā rātou hei tono ko wai te
kaitiaki o Te Aho Matua, kua hē katoa tātou. Ehara nā tēnei Whare Pāremata hei tono mō
tēnei Pire, nā te Māori kē. Kaua e ngau i ō tātou nei hoa Pākehā nā rātou hei whakatū
tēnei Pire. Nā tō tātou nei Minita Māori tēnei. Ehara nā rātou."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,13,28,14,0,100.0,"Koinā ētehi o ngā whakaaro i puta mai i roto i a au. E tika ana ka whakaputa ōku nei whakaaro
kei mua i ō koutou nā te mea, mōhio ana koutou ngā take hei noho i roto i tōku nei puka."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,14,53,17,0,100.0,"Ka mihi atu rā ki ō tātou nei kaimahi i roto i Te Tari Mātauranga, Te Tari Māori, ā, me ō
tātou nei kaimahi i roto i tēnei Whare Pāremata, a Ipi mā. Nā rātou kē te mahi nui hei
tohutohu ki a mātou, ngā mema Māori, anā, anei ngā kōrero hei whakamōhīotia e koutou i
te hōhonutanga o tēnei take. Nō reira, ka mihi atu rā ki a koutou."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,15,51,26,0,100.0,"Ko ōku nei kupa kōrero whakamutunga mō tēnei wāhanga o te Pire, he kōrero whakatūpato
ki a tātou katoa i roto i tēnei Whare Pāremata. E kī, e kī, ko wai tēnei taiohi i mua i a koutou ki
te kōrero whakatūpato? Engari, ka tū au. Mehemea e hiahia ana koutou ki te tautoko i te reo
rangatira o te iwi Māori---mehemea e hiahia ana koutou ki te whakamanatia taua kaupapa--whakamanatia i roto i ngā āhuatanga katoa."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,16,24,8,3,88.88888888888889,"E tika ana ngā kōrero a Trevor---mehemea e hiahia ana tātou ki te titiro ake ki te wāhanga mō
te tiriti, anā, Treaty of Waitangi clause, whakamanatia i te ture. Ehara mō tētehi wāhanga anake."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,17,44,16,0,100.0,"Nō reira, koinā tāku nei ki a koutou. He maha ngā take mō tātou te iwi Māori e pā ana ki
tēnei kaupapa ki te whakapakari i tō tātou nei reo rangatira. I puta mai ētehi o ngā whakaaro i
ngā mahi o Te Taura Whiri i te Reo Māori, āna, Te Māngai Pāho, me ērā atu o ngā mahi."
Vol 577.txt,"THURSDAY, 27 MAY 1999",NANAIA MAHUTA (NZ Labour),200,18,24,9,0,100.0,"Engari, koina mō tēnei wāhanga. Kāre au e whakaaetia i tēnei Pire. I roto i ngā taupatupatu
a tērā wiki ka whakaputa ētehi anō o ōku nei whakaaro. Nō reira tēnā koutou katoa."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,1,27,14,2,93.10344827586206," Kia ora, e te rangatira, e te kaiwawao i
ngā kōrero, ā, otirā kia ora katoa ana tātou, e ngā mema Māori o tēnei Whare---Sandra, Tari,
Nanaia, e koro, tātou katoa. Georgina, kei te mihi katoa ana mātou, ahau, ki a tātou katoa."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,2,72,32,0,100.0,"Tuatahi, ki te hoki au ki ngā kōrero mō tē tiriti. I a koe Nanaia e kōrero ana nō te wāhanga o
te tiriti, me te wāhanga ki ngā iwi. Koi nā rā te take nāku i kawe te mōtini kia whakaurungia atu
te Tiriti o Waitangi ki roto i te wāhanga o tēnei o ngā Pire. Te take i pērā, kua roa mātou e
whakarongo ana ki ngā kōrero o tēnā kura, o tēnā iwi, o tēnā hapū, kia whai mana rātou i
roto i te Pire nei. Nā reira mātou i whakaae ki te mōtini engari, kīhai te Rōpū Reipā i whakaae."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,3,13,6,2,86.66666666666667,"Kei te mihi katoa au ki a Sandra, nāna te tautoko i te wāhanga ki te Tiriti o Waitangi---Sandra,
tēnā koe."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,4,33,12,0,100.0,"Kua roa mātou o te Kāwanatanga e whakarongo ana ki a koutou e mea ana, kei whea te wāhanga
mō ngā iwi, kei whea te wāhanga mō ngā hapū, ā, koirā i whakaurungia atu te mōtini o te
Tiriti o Waitangi ki roto, e hoa."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,5,51,16,0,100.0,"Hei aha? Hei tīmatatanga noa iho tēnei. Mā reira, ka whakawhānuitia atu te titiro ki te katoa o
te ture mō ngā mahi mātauranga. Nō reira, tāku e kī nei ki tō tātau iwi e whakarongo mai
ana ki tēnei reo irirangi, e meake ana a au, ahakoa tā mātou kaha ki te hari i te mōtini, kīhai i
tutuki. Nā te Rōpū Reipa anō i whakahē."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,6,58,15,0,100.0,"Tua atu i tērā, ko ngā whakahē ki te whakatūnga o Te Rūnanganui o nga Kura Kaupapa
Māori. Mai rā anō mātou e whakapono ana, kāre kau he rōpū i tua atu i Te Rūnanganui o
ngā Kura Kaupapa Māori hei kaitiaki mō te kaupapa o Te Aho Matua nei. Nā rātou i waihanga te
kaupapa nei, nā rātau anō i hua te whakaaro, otirā, kua tinana hei kawenata mō ā tātau kura."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,7,90,37,0,100.0,"Nā, kia mōhio mai katoa tātou ko te nuinga o ngā rōpū o ngā kura i tautoko ki Te Aho Matua,
ki tēnei o ngā kaupapa o te Pire o Te Aho Matua. Tekau mā tahi anake ngā rōpū i whakahē i
te kaupapa nei tekau mā tahi. Ki te hoki tātou ki ngā take Māori, e kore tātau e kotahi kē ki te
kotahitanga o ngai tātou. Ahakoa he aha te take---take whenua, take ika, koi rā te āhua o te iwi
Māori. E kore tātou e kotahi i roto i ngā take---kotahi katoa nei. Nā reira, o ngā tono i
whakatakotoria ki mua i tēnei komiti, ko te nuinga i whakaae ki te kaupapa nei. Ko te tekau mā tahi
kāre i whakaae---kāre i whakaae."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,8,80,31,0,100.0,"Nā, ko ētehi o ngā kura, nā runga anō i te pūhaehae, i ngā ngau tuarā i waenganui i a rātou
me ētehi o ngā mema kei runga i te rūnanga---i pērā e āhua. Nā runga i ngā ngau tuarā, e
hoa! Kāre rātau i te noho Māori mai, ki te kōrero ā-Māori mai! Hoi anō, e ngau tuarā, e
ngaungau i a rātou nā te mea he pūhaehae, kua kore rātou e whakaae ki te kaupapa nei. Nā, kei
te aroha ake! Kei te aroha ake rā! Ko tātou e taupatupatu ana i a tātou anō. Nā, ka nui rā te
whakapono ki te kaupapa nei o Te Aho Matua."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,9,45,19,1,97.82608695652173,"I a koe e kōrero ana i tā tāua kuia, Nanaia kei te whakaae katoa au mō ngā kōrero a Rangitaiki
e mea ana, ``Tiakihia te reo a tēnā iwi, a tēnā iwi, a tēnā iwi, ahakoa Tainui, ahakoa Ngāti
Porou, ahakoa Ngāpuhi, ahakoa ko wai, ahakoa nō whea te reo, tautokohia!''. Ko au tētehi e
tautoko kaha ana ki tērā o ngā whakaaro."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,10,61,20,0,100.0,"Engari, ko te Pire nei kāre i te tautoko i te mana o tēnā, o tēnā, o tēnā. Ko te noho o te Pire
nei, he noho marara noa iho nei. Kāre i te takahi i tērā, kāre i te pēhi i tērā, kāre i te mea atu
ki te Kura o Rākaumanga, kaua koe e whakaako i tō reo Tainui. Nā, ko te Pire, kei te noho pai te
Pire. Kei te noho pai te Pire ki tā mātau titiro."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,11,30,11,1,96.7741935483871,"Nā, kei te āhua tautoko au ki ngā kōrero a ngā rangatira pēnā tō Barna Heremia mā, e
mea ana tukuna atu taku rangatiratanga mō Tainui, māku e kawe i roto i taku rangatiratanga o
Tainui. Whakaae katoa ana mātou ki tērā."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,12,20,7,0,100.0,"Nā, ki te titiro tātou ki te Pire nei, ka ura katoa ngā kura pēnā i tō Rākaumanga, ki roto i ngā
ōati o te Pire nei."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,13,37,8,0,100.0,"Kāre wā mātou whakahē, āwangawanga rānei mō tērā. Engari e meake ana mātou, kia
kaha te tautoko i tēnei Pire, hei aha? Hei whare nui! E mea ana mātou, hei whare nui! Hei poupou
mō ngā mahi mātauranga i roto i ngā kura kaupapa Māori."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,14,49,18,0,100.0,"Nā, kua rongo tātou, ko ētehi o ngā kura, kāre e pai ana kia mau tonu te ingoa o te kura
kaupapa ki runga i ērā kura kāre i te pūmau ki te kaupapa Te Aho Matua. Kua rongo tātou ki
ngā kōrero a Maraenui e kōrero pērā ana---tukuna mātou tō mātou rangatiratanga, engari
kauaka koutou e tango i te ingoa o Te Kura Kaupapa o Maraenui."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,15,29,7,0,100.0,"Nā, e mea ana te Minita, ko ngā kura Māori, kura kaupapa Māori anake e pūmau ana te
kaupapa o Te Aho Matua, mā rātou anake tēnei ingoa. Koia nā rā te whakaaro a te Minita."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,16,84,30,0,100.0,"Kua roa tātou e kōrero ana---e kī, e kī ko ngā kupa nei, kura kaupapa, nō tātou katoa ahakoa
ko wai---ahakoa ko wai! Engari, ko tā ngā kōrero a Pita mā, waiho tēnei mō ngā kura anake e
pūmau ana ki Te Aho Matua. Kei te whakaae au nā te mea nā rātau anō i hua te whakaaro, nā
rātou i waihanga. Ehara nā tātou te iwi Māori tēnei kaupapa i tuhi, i waituhi, i hanga. Nā, he
kaupapa pakeke tērā. Ki te whakaae tātou, kia kaua ngā kura e pūmau ana ki te kaupapa o Te
Aho Matua, kia whakakorehia te ingoa o te kura kaupapa ki runga i a rātou---kaupapa pakeke tērā."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,17,13,1,0,100.0,"Engari, kei te tika te Minita, nā te rununga i waihanga te kaupapa nei."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,18,34,12,0,100.0,"Nā, ki te titoro tātou ki ngā Whare Wānanga, kāre e taea e tātou te tango i te kupu, whare
wānanga, ka uta ki runga i wā tātou kaupapa i te wā kainga. Nā, hei whakaarotanga mā tātau
a ngā rā kei mua i te aroaro."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,19,40,18,0,100.0,"Nā, tua atu i tērā, ko Te Aho Matua nei ki taku titiro, ko te whakatinanatanga tērā o wā tātou
tikanga o roto i te ao Māori. Kei tēnā iwi, kei tēnā hapū tōna whakamāoritanga. I roto i a au,
i a māua ko Nanaia, nā ko te kaupapa o Tainui. Kāre kau i kō atu i tērā."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,20,25,8,0,100.0,"Engari, pēwhea ngā kura i roto i ngā tāone pēnā i tō Kirikiriroa. Pēwhea ngā kura i roto i
ngā tāone pēnā i tō Tāmaki-makau-rau---ko tēwhea te kaupapa ka whakapiri atu mā rātau?"
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,21,57,20,0,100.0,"Ngāti whātua pea? Tainui rānei? Kāre tātou e mohio ana---kāre tātou e mōhio ana! Ka hoki
tātou ki konei Te Upoko o te Ika ? Mā wai e kī atu te Kura o Porirua, ē, me pūmau koutou ki
ngā tikanga o Ngāti Toa. Kei reira kē te āwangawanga. Hoi ano ēnei whakaaro hei whakaohooho
i a tātou. A ngā rā kei mua i te aroaro ka hoki mai anō tātou ki te kōrero i te take nei."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,22,28,7,0,100.0,"Kotahi anō te kaupapa o te Pire nei, ko te reo Māori kāre kau i kō atu i tērā. Ko te reo Māori
me ōna tikanga katoa, tōna whānautanga, tōna hōhonutanga, ko te reo Māori."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),201,23,60,28,0,100.0,"Nō reira, ka mihi atu au ki ngā kaimahi o tō tātou komiti, e Tū, koutou, tātou i hiki i te kaupapa
mai i tōna tīmatatanga, ka tae mai ki tēnei wā---ki te Minita, ki taku tuakana, ki tō tātou tuakana
ki a Tau. He kaupapa nui tēnei. He kaupapa nui tēnei kua roa, kua eke ki te tekau tau ngā kura
kaupapa e tatari ana kia tinanatia tēnei Pire. Nō reira tēnā koutou, tēnā koutou, ā, kia ora
koutou e whakarongo mai ana ki wā tātou kōrero."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,1,3,2,0,100.0," ā, kia ora te taina."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,2,23,11,0,100.0,"Kei te mihi nei ki a tātou nei kua tatū, e huihui mai nei ana i raro i te tuanui o tō tātou nei Whare
nei, ā, e mihi aroha ana ki a koutou."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,3,80,35,0,100.0,"ā, ka tika te kōrero nei a Te Teko. Ko te kaupapa whakaharahara kei mua i a tātou ko te reo. I
rongo au ki ngā kōrero puta mai nei i tō tātou tuahine nei a Nanaia. Te tuatahi i ōku nei
whakaaro, i tipu ai nei i roto i te ngākau o Ngai Tāmanuhiri me Rongowhakaata o tērā pito o
Tūranga-nui-a-Kiwa. Ki taku nei titiro, ki taku nei whakaaro, i tipu ai nei i roto i taku Tāmanuhiritanga
me taku Rongowhakaatatanga, ko te kaupapa e hangaia nei e rātou nei o te rūnanga nei, e kiia nei
ko Te Aho Matua, he kaupapa nei tuku iho a rātau a kui mā a koro mā."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,4,71,29,0,100.0,"Kei te mōhio au te hōhonutanga a tēnei kaupapa te taputaputanga o ēnei kōrero puta mai te
kaupapa nei kai mua i a tātau. Engari ki a au nei, ko te kōrero kiia nei ko Te Aho Matua, te kaupapa
i hanga ki runga i tō tātou tikanga Māori tuku iho. Ahakoa tēnei ingoa nei ko Te Aho Matua, ki a
au nei, ki a rātau nei o te wā kāinga, ko te kaupapa tūturu ki mua i a tātau nei, kia mau tonu
tātou ki tō tātou mana motuhake, kia mau tōnu tātou ki tō tātou tikanga tuku iho."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,5,49,19,0,100.0,"Me awhi hoki ā rātou nei i roto i ngā tāore nunui. Rātou nei e mau ana ki tēnei kaupapa e kiia
nei ko Te Aho Matua. ā kāti, kei te kōrero a Tukoroirangi, ko te mea nui nei ko te reo. Engari ko te
mataku nei i roto i a au nei, ko te kaupapa nei te mana motuhake o te hapū, te whānau me te iwi."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,6,56,21,0,100.0,"Ko rātou anake ngā kaitiaki mō te tāonga tuku iho, tō tātou reo rangatira. Hoi ano, ki tōku nei
whakaaro kei te tautoko mātou nei tēnei Pire. Te Pire nei i hanga nei e rātou o te rununga, mai rā
anō, tekau o ngā tau nei e mahia nei e rātou. Kai te mihi aroha ana ki a rātou, e mihi ana i wēnei
mahi taumaha ki te whakatutuki i tēnei kaupapa kai mua i a tātou."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,7,22,6,0,100.0,"Tuarua, tautoko hoki ngā āwangawanga i roto i a tātou katoa mō te kaupapa, te take nei---ko
wai te kaitiaki? Ko wai nei tiakingia tō tātou reo rangatira?"
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,8,32,17,0,100.0,"Ki a au nei ko te whānau, te hapū me te iwi, ko ngā kaitiaki o te reo rangatira. Engari i rongo au
ki te tangi o rātou o te rununga pīrangi ana rātou nei ki te tautoko te tiaki nei tēnei kaupapa. E
whakaae ana mātou ki tēnā."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,9,75,28,0,100.0,"Engari, ko kōrua nei ōku tuakana i kite au nei i ngā rā i huri haere te motu nei te kōrero ki ngā
iwi o te motu---te pūhaehae, te kōhetehete kei waenga nui i a tātou. I rongo au hoki ki ngā mamae
o Mātaatua waka, o rātou hoki o Te Kura o Waikato---(wareware au te ingoa o te kura rā). Ko tō
rātou āwangawanga, tō rātou mamae, ko rātou anake te whānau, te hapū me te iwi e pirangi
ana ki te mau, ki te tieki nei te reo kei waenganui i a rātou. Hoi anō kei te pai, kei te pai."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,10,57,17,0,100.0,"Tuatoru, e ngā tūākana, ō koutou ngā tūāhine, i rongo au ki ngā kōrero nei a Reipa nei
mō te kaupapa nei mō te tiriti, kia whakaurua atu nei te tiriti ki roto i te ---he aha? Kua
oma kē te hōiho! ā, ka tika tāhau. ā, kai te mōhio, e whakaae ana koe ki tō kōrero nei. Nāu
nei i haria mai te mōtini ki mua i te komiti, mō te tiriti nei?"
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,11,34,10,0,100.0,"Ki tōku nei whakaaro, me noho tahi ai tātou anō pea? Kia mahitahi ai tātou mō te kaupapa
nei? Ko te mea nui, mēnā ko te mea nei ko te reo. Ko te mea nui hoki, ko te rangatahi, ngā tamariki
me ngā mokopuna!"
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,12,61,17,0,100.0,"Ko te mahi tapu kei runga i a tātou katoa. Ko tātou ngā iwi Māori, ngā mema Māori, me noho
tahi anō. Me noho tahi anō tātou! Kia whakaae ana tātou nei kia uru atu he kōrero hei
whakaruruhau te reo kei waenganui Te Tari Mātauranga. Hei oranga, hei painga mō tātou katoa
me rātou kei te haere mai. Nō reira, koi nei ōku nei whakaaro, e te Minita, e mihi atu nei ki a koe,
e Tau."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,13,76,27,3,96.20253164556962,"E mihi atu nei ki a kōrua nei mahi ana wēnei o ngā mahi taumaha. E api nei i a rātou nei o te
rūnanga nei, a Cathy Dewes mā, me pāpā nei a Te Kapunga me rātou hoki i haramai nei ki te
tono, ki te kīkia nei i a mātou nei whero. ā, nā rātou nei wepua nei ā mātua nei taringa i
Tūranga, i Rotorua. Nā rātou hoki nei te tono o te mea nui nei me mahitahi ai koutou. Kia mau
tonu koutou nei ki te kaupapa nei, ko te reo. Kia mau tonū koutou hoki ki tō tātou tikanga tuku
iho."
Vol 577.txt,"THURSDAY, 27 MAY 1999",TUTEKAWA WYLLIE (NZ First---Te Tai Tonga),202,14,60,18,0,100.0,"Nō reira, kei te mihi atu nei ki a kōrua. Kāre e pirangi te whakatōroa, e te kaihautu o te Whare
nei. Kāre au e piringi te huri haere ki te reo, ko te kōrero nei a taku tuahine, a Hīria Hape mai i
Tūhoe te kōrero nei. Kāre e piringi te huri haere ki te reo hoko pihikete, nē rā! Te reo hoko
pihikete! Nō reira, kei te mihi atu ki a koutou, ā, kia ora tātou!"
Vol 578.txt,"THURSDAY, 3 JUNE 1999",9. MANU ALAMEIN KOPU (Mana Wahine Te Ira Tangata) to the Minister of Conservation,90,1,23,8,2,92.0," He aha nga
whakapikitanga atu ki nga whakaratonga rawa kua whakaarotia mo te tau putea e tu mai nei hei
whakapai ake i te rahuitanga o nga taonga tuku iho Maori i Aotearoa?"
Vol 578.txt,"THURSDAY, 3 JUNE 1999",Manu Alamein Kopu,96,1,55,19,0,100.0," I te hui mō ngā Taonga Tuku Iho o te Motu i te marae o Waihi i te marama
o Pipiri i tērā tau, i whakaputaina e te tino ariki o Tūwharetoa, e Tumu te Heuheu ētahi
whakataunga tino whai tikanga ki ngā Taonga Tuku Iho Māori. Ka taea anō e te Mīnita te mea mai
kua pēhetia ana whakataunga rā i roto i te arotaketanga o ngā huanga mō ngā Taonga Tuku Iho?"
Vol 578.txt,"THURSDAY, 17 JUNE 1999",9. MANU ALAMEIN KOPU (Mana Wahine Te Ira Tangata) to the Minister of Corrections,92,1,18,11,1,94.73684210526316," He aha te
utu i noho ke ai ki runga i te whanau o nga mauhere e tono ana kia tukua ratou ki tetahi tangihanga i
raro i te aroha?"
Vol 578.txt,"THURSDAY, 17 JUNE 1999",Manu Alamein Kopu,94,1,45,13,0,100.0," Ki te whakaarohia te kaha o tēnei utu ki te nuinga o ngā whānau, he
pātanga anō kei taua utu ki te teitei o ngā tatauranga whakamomori kei te kitea i te wā nei ki roto
i ngā whare herehere, ā, kei te whakaaro anō te Mīnita ki te hoki ki te titiro anō ki te
whakatakoto nei?"
Vol 578.txt,"TUESDAY, 22 JUNE 1999",TUKOROIRANGI MORGAN (Independent---Te Tai Hauauru),132,14,2,3,0,100.0,"Tēnā koutou, kia ora ana."
Vol 579.txt,"TUESDAY, 13 JULY 1999",TUKOROIRANGI MORGAN,72,2,25,13,0,100.0,"I roto anō i ngā kōrero mō te take nei, kia hoki anō au ki te kaupapa i huihui ai tātou ki te
whakarere kē me te whakahou i ngā āhuatanga e pā ana ki te ture nei."
Vol 579.txt,"TUESDAY, 13 JULY 1999",TUKOROIRANGI MORGAN,72,4,12,6,3,80.0,"Kia hoki anō au ki te kaupapa. Ko tēnei kaupapa, hoki anō ki te Māori Purposes Fund Act 193435. He mea tēnei . . ."
Vol 579.txt,"TUESDAY, 13 JULY 1999",TUKOROIRANGI MORGAN,74,1,84,40,3,96.55172413793103," Kia hoki anō au ki te Ture 1934-35. Ko tēnei he whakatū i tētehi
pūtea kia taea, ahakoa ko wai, te tiki moni mai. Ko tēnei pūtea i raro anō i te Māori Purposes
Fund Act. He mea tēnei ki te whakawhānui i te titiro a tēnā iwi, a tēnā poari, a tēnā Rūnunga
Kaporeihana Whenua, ki te whakawhāiti i tōna titiro i te āhuatanga me pēhea e taea te
whakapakari ake i ngā mahi e mahia ana i runga i aua whenua. Nāna, ko te poari kaiwhakahaere o
tēnei rōpū, kua riro mā te Minita Māori a ia, ko ia te heamana. I roto anō i tēnei kaupapa, ko
te whakarahi ake i ngā mema Māori, mai i te tokowhā, mai i te tokowhā ki te tokoono."
